fid;osm_id;osm_type;name;healthcare;amenity;speciality;emergency;operator;operator_type;phone;website;addr_street;addr_housenumber;addr_suburb;addr_city;addr_postcode;wheelchair;longitude;latitude
7458;683001793;way;Drogaria Portal Farma;pharmacy;pharmacy;;;;;;;Avenida Dom Pedro de Alcântara;248;Vila São Pedro;;;;-46.5279529;-23.7180136
6830;584316478;way;Unidade Básica de Saúde São Pedro;clinic;clinic;"general;paediatrics;gynaecology;cardiology";;Secretaria da Saúde;government;;;Rua da Comunidade;100;Vila São Pedro;São Bernardo do Campo;09784-145;;-46.5267505;-23.7175122
7459;683004682;way;Farma Conde;pharmacy;pharmacy;;;;;+55 11 5851 0494;;Avenida Luis Pequini;1020;Santa Terezinha;;09780-250;;-46.5316531;-23.7142301
1149;4509005663;node;;pharmacy;pharmacy;;;;;;;Avenida Francisco Prestes Maia;;;;;;-46.5427591;-23.7135615
1145;4492985772;node;Drogasil;pharmacy;pharmacy;;;Drogasil;;;;Avenida Francisco Prestes Maia;1066;;São Bernardo do Campo;09770-000;yes;-46.5435227;-23.7124429
2144;6450671886;node;;dentist;dentist;;;;;;;;;;;;;-46.5416059;-23.6677541
2160;6459875586;node;Selenium Farmácia;pharmacy;pharmacy;;;;;;;;;;;;yes;-46.5409629;-23.6657911
1831;5697316975;node;;pharmacy;pharmacy;;;;;;;;;;;;;-46.5401614;-23.673208
1775;5614222289;node;Lumen;laboratory;;;;;;;;Avenida Gilda;;;;;;-46.5398683;-23.6735006
1653;5300507522;node;Dra Silvia Ferreira Grasser;dentist;dentist;;;;;+55 11 4494 7966;;Rua Gonçalo Fernandes;153;;;;;-46.5398579;-23.6680744
1763;5605446050;node;Ohana Espeto & Frutaria;pharmacy;;;;;;;;;;;;;limited;-46.5397201;-23.6642165
1776;5614222299;node;Drogasil;pharmacy;pharmacy;;;;;;;;;;;;yes;-46.5396926;-23.6726236
1799;5618484518;node;Active Farma;pharmacy;pharmacy;;;;;;;;;;;;;-46.5396242;-23.6679095
1777;5614222309;node;Manipule;alternative;pharmacy;homeopathy;;;;;;;;;;;;-46.5394713;-23.6698588
2330;7084536185;node;SSS Odontologia;dentist;dentist;;;;;;;;;;;;;-46.5393128;-23.6636334
1793;5616356859;node;AMI Assistência Materno Infantil;clinic;clinic;;;;;;;;;;;;;-46.5388385;-23.6596693
2154;6459606085;node;Renova;pharmacy;pharmacy;;;;;;;;;;;;;-46.538792;-23.6622037
1767;5613755074;node;Clínica Portugal;doctor;doctors;"general;vaccination;andrologia;cirurgia_plástica;infertilidade_masculina;paediatrics;urology;cardiology;dermatology;neurology;angiology";;;;+55 11 4438 6333;https://clinicaportugal.net/;Avenida Portugal;1676;;;;;-46.5382388;-23.6686299
1768;5613755075;node;Própharmacos Farmácia & Mnipulação;pharmacy;pharmacy;;;;;+55 11 4994 5008;https://propharmacos.com.br/;Avenida Portugal;1658;Jardim Bela Vista;;09041-320;;-46.5380904;-23.6685367
2155;6459606087;node;Esthetic Aligner;dentist;dentist;;;;;;;;;;;;;-46.5379528;-23.6603336
2156;6459613485;node;Drogasil;pharmacy;pharmacy;;;;;;;;;;;;yes;-46.5378527;-23.6600785
2333;7084775585;node;Centro Especializado Micro Som;doctor;doctors;"apnéia;audição";;;;+55 11 4433 3999;https://www.microsom.com.br/;Avenida Portugal;1513;;;;;-46.5369488;-23.6681629
1769;5613755088;node;Delboni;laboratory;;;;;;;;;;;;;;-46.5342357;-23.6658422
2159;6459797386;node;Andreense;laboratory;;;;;;;;;;;;;;-46.5338856;-23.6612611
1770;5613755092;node;Clínica de Otorrinos;clinic;clinic;;;;;;;;;;;;;-46.5337931;-23.6644275
1801;5618484964;node;Fórmula Magistral;pharmacy;pharmacy;;;;;;;;;;;;;-46.5337247;-23.6656187
1800;5618484962;node;CNH;clinic;clinic;;;;;;;;;;;;;-46.5336683;-23.6653914
1774;5613763579;node;Laser Ocular ABC;clinic;clinic;;;;;;;;;;;;;-46.5334015;-23.6629949
2332;7084709086;node;Clinicor;clinic;clinic;;;;;;;;;;;;;-46.5331756;-23.6622217
4845;13594117098;node;Drogaria Coop;pharmacy;pharmacy;;;;;;;;;;;;;-46.5331049;-23.6636499
1892;5949183299;node;Hospital Estadual Mário Covas;blood_donation;;;;Colsan Associação Beneficente de Coleta de Sangue;;+55 11 2829 5162;https://www.colsan.org.br/site/doador/locais-para-doacao-de-sangue/;Rua Doutor Henrique Calderazzo;321;;Santo André;09190-615;;-46.533062;-23.6712955
5449;292097736;way;Hospital e Maternidade Beneficência Portuguesa;hospital;hospital;"maternity;orthopaedics";yes;Sociedade Portuguesa de Beneficência de Santo André;private;+55 11 2198 5000;https://beneficenciasantoandre.com.br/pa.htm;Avenida Portugal;530;Centro;Santo André;09040-000;yes;-46.5326009;-23.6601905
5064;154251421;way;Hospital e Maternidade Cristóvão da Gama;hospital;hospital;;yes;;;;;;;;;;;-46.5266268;-23.6685213
5119;179791732;way;Casa da Esperança de Santo André;doctor;doctors;general;;Rotary Club de Santo André;;+55 11 4979 7333;https://casadaesperanca.com.br/;Rua Guilherme Marconi;533;Vila Assunção;;09030-340;;-46.5265646;-23.667877
5067;154516379;way;Unidade de Pronto Atendimento Perimetral;clinic;clinic;;;Prefeitura Municipal de Santo André;government;;;Rua Coronel Agenor de Camargo;129;Vila Assunção;Santo André;09020-220;;-46.5262239;-23.6631595
4972;13733577538;node;Clinica Msethodo;;clinic;;;;;;;;;;;;;-46.5169069;-23.6730497
5543;312323261;way;Centro Medico de Especialidades Ramiro Colleoni;clinic;clinic;;;;;;;Avenida Ramiro Colleoni;220;Vila Dora;Santo André;09040-160;;-46.530572;-23.661501
6122;464431791;way;Hospital Santa Helena;hospital;hospital;general;yes;;private;+55 11 4336 9777;https://www.santahelenasaude.com.br/unidades/hospitalsantahelena;Rua Manuel Vaz;59;Vila Alzira;Santo André;09015-410;;-46.5205452;-23.667754
6882;588235330;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Avenida Portugal;;Jardim Bela Vista;;;;-46.53432;-23.6665373
7828;730903734;way;Hospital Brasil;hospital;hospital;;yes;;;;;;;;;;;-46.5314664;-23.6681863
7876;743185590;way;Hospital Estadual Mário Covas;hospital;hospital;general;no;Fundação do ABC/OSS.;private_non_profit;+55 11 2829 5000;http://www.hospitalmariocovas.org.br/;Rua Doutor Henrique Calderazzo;321;;Santo André;09190-615;;-46.5331654;-23.6709379
7882;744172182;way;Centro Hospitalar Municipal de Santo André;hospital;hospital;"general;ophthalmology;neurology";;Prefeitura Municipal de Santo André;public;;https://www3.santoandre.sp.gov.br/chmsa/;Avenida João Ramalho;326;Vila Assunção;Santo André;09030-320;yes;-46.5275337;-23.6656344
8105;817766162;way;Fleming Medicina Diagnóstica;laboratory;;;;;;;;;;;;;;-46.5331196;-23.6641957
8439;908715572;way;Própharmacos Fármacia e Manipulação;pharmacy;pharmacy;;;;;+55 11 4994 4494;https://propharmacos.com.br/;Rua Coronel Fernando Prestes;965;Centro;;;;-46.5314129;-23.6671721
9642;1178586003;way;NotreDame Intermédica;hospital;hospital;;;;;;;;;;;;;-46.5219341;-23.6651121
9645;1179624563;way;Hospital Coração de Jesus;hospital;hospital;;;;;;;Avenida Coronel Alfredo Fláquer;;;;;;-46.5273758;-23.6619705
9677;1184893239;way;Casa da Esperança de Santo André;clinic;clinic;"cardiology;endocrinology;gastroenterology;neurology;general";;Rotary Club de Santo André;private;+55 11 4979 7333;https://casadaesperanca.com.br;Travessa Apeninos;100;Vila Santa Tereza;Santo André;09030-380;;-46.5280492;-23.6660042
10014;1235558030;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Praça Allan Kardec;;Vila Gilda;;;;-46.538977;-23.6696342
10015;1235558031;way;LabHormon;laboratory;;"vaccination;clinical_analysis;paternity_test";;;;+55 11 4433 3333;https://labhormon.com.br/;Praça Allan Kardec;51;Vila Gilda;;;;-46.5392352;-23.6697821
183;1801258705;node;Drogaria Natal;pharmacy;pharmacy;;;;;;;Rua Vinte e Cinco de Dezembro;;;;;;-46.4338984;-23.8978191
174;1785442914;node;Pronto Socorro;hospital;hospital;general;yes;;government;;;;;;;;yes;-46.4203994;-23.8908238
4982;13741195147;node;Banco de Sangue do HMC;blood_donation;;;;SBCD Saúde;;+55 13 3512 7810;;Avenida Henry Borden;;;;;;-46.4209204;-23.8904261
4980;13741171117;node;Policlínica de Cubatão Serviço de Especialidades Doutor Maluf;doctor;doctors;general;;SBCD Saúde;;+55 13 3372 6277;;Avenida Pedro José Cardoso;238;;;;;-46.4230337;-23.8873047
4979;13741168489;node;Droga Farma;pharmacy;pharmacy;;;;;;;Avenida Nove de Abril;;;;;;-46.4204565;-23.886728
6211;477214805;way;Hospital Ana Costa;hospital;hospital;;;;;+55 13 3367-3430;;Avenida Nove de Abril;1601;Centro;Cubatão;11510-000;;-46.421379;-23.8797949
1917;6058624762;node;;dentist;dentist;;;;;;;Estrada do Rio Acima;;Jardim do Lago Azul;São Bernardo do Campo;;;-46.5330829;-23.7858028
3694;11748138255;node;Nova Farma;pharmacy;pharmacy;;;;;+55 11 4354 0335;;Rua Rio Acima;;Riacho Grande;;;;-46.5312812;-23.7793191
2219;6632611614;node;Orthimplant Dentistas;dentist;dentist;general;;;;+55 11 4354 0381;;Avenida da Praia;;;;;;-46.5311424;-23.778847
2220;6632611616;node;Doutora Miriam Fredi;dentist;dentist;;;;;+55 11 4354 7073;;Avenida da Praia;;;;;;-46.5311905;-23.7788369
2021;6258896548;node;RR Pharma;pharmacy;pharmacy;;;;;;;Avenida da Praia;;;;;;-46.5311067;-23.7788156
1705;5450712784;node;Drogaria  Nova Riacho;pharmacy;pharmacy;;;;;+55 11 4354 0335;;Avenida Amazonas;;Riacho Grande;São Bernardo do Campo;;;-46.5300897;-23.7777966
4617;13268960428;node;Farmácia Bem Barato;pharmacy;pharmacy;;;;;;;Rua Heinrich Nordhoff;;;;;;-46.5293592;-23.7777954
4303;12744833058;node;UBS Parque Andreense;hospital;hospital;ubs;;;;;;Rua Ibertioga;100;Parque Represa Billings II;Santo André;;;-46.460788;-23.7588354
9625;1177408061;way;Clinica da Família Parque  Miami;clinic;clinic;;;;;;;Estrada do Pedroso;;Parque Miami;;;;-46.4958658;-23.739266
9678;1185025978;way;Unidade Básica de Saúde Jardim Valentina;clinic;clinic;;;;;;;;;;;;;-46.4198714;-23.7315862
248;2101669666;node;USF Recreio da Borda do Campo;clinic;clinic;"general;dentist;community";no;Prefeitura de Santo André;public;;;Rua Guariba;12;Recreio da Borda do Campo;Santo André;09134-180;;-46.4841818;-23.7298146
3489;11171825558;node;Unidade Básica de Saúde da Vila São Pedro II;clinic;clinic;"general;gynaecology;paediatrics;vaccination";;;;;;Rua Tiradentes;1845;;;;;-46.5308698;-23.7261708
9818;1210293553;way;Unidade Básica de Saúde Parque América;clinic;clinic;"general;gynaecology;paediatrics;vaccination";;Secretaria da Saúde;government;+55 11 2770 0198;;Avenida Doutor Rui Trindade;177;Parque América;;09450-000;;-46.4103252;-23.7614216
10586;1376493185;way;UBS Parque Andreense;hospital;hospital;;;;;;;Rua Ibertioga;100;Parque Represa Billings II;Santo André;;;-46.4607251;-23.7588679
11238;1500898024;way;Hospital Doutor Luiz Camargo da Fonseca e Silva;hospital;hospital;;yes;Sociedade Brasileira Caminho de Damasco;private_non_profit;+55 13 3512 7800;;Avenida Henry Borden;;;;;;-46.4210643;-23.8903431
11239;1500898025;way;Pronto Socorro Infantil;hospital;hospital;general;;;;;;Avenida Martins Fontes;;;;;;-46.4216258;-23.8909787
2153;6458923087;node;Coop;pharmacy;pharmacy;;;;;;;;;;;;;-46.5301378;-23.6517786
2152;6458922988;node;Ultrafarma;pharmacy;pharmacy;;;;;;;;;;;;;-46.5299153;-23.6521618
3546;11389726749;node;Feliz Farma;pharmacy;pharmacy;;;;;;;;;;;;;-46.52969;-23.6530062
1808;5626797296;node;Centro Clínica;clinic;clinic;;;;;;;;;;;;;-46.5293272;-23.6557634
2342;7107671587;node;Feliz Farma;pharmacy;pharmacy;;;;;;;;;;;;;-46.5287643;-23.6547888
2344;7107779385;node;Drogasil;pharmacy;pharmacy;;;;;;;;;;;;yes;-46.5282333;-23.6548331
2343;7107671688;node;Feliz Farma;pharmacy;pharmacy;;;;;;;Rua General Glicério;112;;;09015-190;;-46.5279643;-23.6544622
3545;11377619532;node;Classe Farma;pharmacy;pharmacy;;;;;;;Rua General Glicério;99;;;09015-190;;-46.5278499;-23.6542984
1807;5626797285;node;;dentist;dentist;;;;;;;;;;;;;-46.5276792;-23.6557107
1806;5626797263;node;;dentist;dentist;;;;;;;;;;;;;-46.5273279;-23.6559034
2164;6465382889;node;Drogaria Santa Catarina;pharmacy;pharmacy;;;;;;;Rua Oratório;634;Bangú;Santo André;;;-46.5252953;-23.6422795
1773;5613756240;node;Dentech;dentist;dentist;;;;;;;;;;;;;-46.5249364;-23.6467318
7164;639833223;way;Clinica CRS;clinic;clinic;"orthopaedics;ophthalmology";;;;+55 11 4996 8585;http://ccrs.com.br/index.html;Avenida Alfredo Maluf;469;Vila Alto de Santo André;Santo André;09240-410;;-46.5219189;-23.6296768
1766;5613584045;node;;doctor;doctors;;;;;;;;;;;;;-46.5198283;-23.6383407
1797;5618404442;node;;dentist;dentist;;;;;;;;;;;;;-46.5189524;-23.6474241
1798;5618404446;node;;dentist;dentist;;;;;;;;;;;;;-46.518129;-23.6472404
3566;11453886274;node;Odontologia Sabatini;dentist;dentist;dentist;;;;+55 (11) 9 9512 8086;;Rua Luxemburgo;190;Vila Francisco Matarazzo;Santo André;09241-090;limited;-46.5172159;-23.6328616
6881;587975242;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;;;;;;;-46.5149341;-23.6470549
1790;5616356768;node;;dentist;dentist;;;;;;;;;;;;;-46.5139863;-23.6461222
1791;5616356771;node;Drogaria Farmais;pharmacy;pharmacy;;;;;;;;;;;;;-46.5139394;-23.6461127
3436;11076415846;node;Drogalex;pharmacy;pharmacy;;;;;;;;;;;;;-46.5092244;-23.6277772
1778;5614323606;node;;dentist;dentist;;;;;;;;;;;;;-46.5084945;-23.6415376
1792;5616356826;node;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;;;;;;;-46.5032333;-23.6345335
26;842545672;node;Drogaria América do Sul;pharmacy;pharmacy;;;;;;;;;;;;;-46.5026742;-23.6339956
7950;772273152;way;Unidade Básica de Saúde Jardim Sônia Maria;clinic;clinic;"general;paediatrics;gynaecology";;;;+55 11 4549 1500;;Rua Carmem Miranda;545;;;09380-310;;-46.4798576;-23.6300549
7285;663860448;way;;pharmacy;pharmacy;;;;;;;;;;;;;-46.4610943;-23.6252499
9790;1205394630;way;UBS Parque das Nações;clinic;clinic;;;;government;;;;;;;;;-46.5192502;-23.6392739
9816;1210185168;way;Unidade Básica de Saúde Doutor Moysés Fucs;clinic;clinic;;;Prefeitura Municipal de Santo André;government;;;Rua Alexandreta;180;Jardim Santo Antônio;Santo André;;;-46.5220872;-23.6275245
9859;1214775121;way;Hospital Bartira;hospital;hospital;"general;urology";yes;Rede D'Or;private;+55 11 4996 6666;https://www.rededorsaoluiz.com.br/hospital/bartira;Rua Itatiaia;30;Vila Alto de Santo André;Santo André;09240-470;;-46.5217965;-23.6304472
9860;1215352637;way;Unidade de Saúde Parque Novo Oratório;clinic;clinic;;;Prefeitura Municipal de Santo André;government;;;;;;;;;-46.5078563;-23.6300245
8237;846128756;way;Unidade Vila Helena;clinic;clinic;;;Grupo Ana Rosa;private;;;Rua das Hortências;538;Jardim do Estádio;Santo André;09175-500;yes;-46.5165528;-23.6811915
9941;1221785927;way;Hospital das Acácias;hospital;hospital;"ultrassonografia;radiografia;colonoscopia;ecocardiograma;endoscopia;tomografia;hemograma;general;surgery";;;private;;http://www.hospitaldasacacias.com.br/;Rua Natal;61;Vila Leopoldina;Santo André;09195-310;;-46.5162414;-23.6656052
9649;1180141319;way;Hospital São José do ABC;hospital;hospital;;;;;;;;;;;;;-46.5146967;-23.6728602
3421;11035607867;node;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Avenida Dom Pedro I;336;;Santo André;;;-46.5145382;-23.6674949
9699;1188946114;way;Unidade de Saúde Vila Helena;clinic;clinic;"general;paediatrics;vaccination;geinecologia";;Secretaria de Saúde;government;+55 11 4435 1394;;Avenida Andrade Neves;1082;Vila Helena;;09175-360;;-46.5142257;-23.6813952
3391;10981837433;node;JR Odontologia;dentist;dentist;;;;;+55 11 4453 8633;https://jrodontologia.com.br/;Rua Martim Afonso de Souza;375;;Santo André;09195-230;;-46.5138924;-23.6731481
2083;6386066011;node;Feliz Farma;pharmacy;pharmacy;;;;;;;;;;;;;-46.5136006;-23.6333163
10612;1378906797;way;FelizFarma;pharmacy;pharmacy;;;;;;;Avenida André Ramalho;240;;;;;-46.5103558;-23.6498183
9751;1199328944;way;Unidade de Saúde Parque João Ramalho;clinic;clinic;;;Prefeitura Municipal de Santo André;government;;;;;;;;;-46.5093221;-23.6467154
1780;5615799475;node;Drogaria São Vicente;pharmacy;pharmacy;;;;;;;;;;;;;-46.508864;-23.6307714
4267;12635912059;node;Feliz Farma;pharmacy;pharmacy;;;;;;;Avenida Queirós Filho;;;;;;-46.5063214;-23.6693949
2286;6901703557;node;Drogaria Coop;pharmacy;pharmacy;;;;;;;;;;;;;-46.5058968;-23.6700387
2316;7005097602;node;Drogasil;pharmacy;pharmacy;;;;;;;;;;;;yes;-46.505561;-23.6701955
3774;11907943430;node;Drogaria Moderna;pharmacy;pharmacy;;;;;+55 11 4458 2089;;Avenida Queirós Filho;1220;;;;;-46.5034254;-23.6740637
7699;712900329;way;Unidade de Saúde Vila Humaitá;clinic;clinic;;;Prefeitura Municipal de Santo André;government;;;Rua Fernando de Mascarenhas;191;Vila Humaitá;Santo André;09121-250;;-46.5033596;-23.6715178
9749;1198547513;way;Hospital da Mulher Maria José dos Santos Stein;hospital;hospital;"leite_humano;gynaecology;mamografia;ultrasonografia;pku;raio_x;analises_clinicas;urodinamica;biopsias";yes;Fundação do ABC;private_non_profit;+55 11 4478 5000;http://hospitaldamulher.org.br;Rua América do Sul;285;Parque Novo Oratório;;;;-46.4997643;-23.6351872
4110;12323702163;node;Drogaria Centre Ville;pharmacy;pharmacy;;;;;;;Avenida Valentim Magalhães;1000;Centre Ville;;09121-000;;-46.4984429;-23.6782441
10426;1331955908;way;Feliz Farma;pharmacy;pharmacy;;;;;+55 11 4978 1697;;Avenida Valentim Magalhães;1028;;;;;-46.4980335;-23.6786963
10148;1285021154;way;Drogarias +Popular;pharmacy;pharmacy;;;;;+55 11 4476 7342;;Avenida Itamarati;3597;;;;;-46.4974608;-23.6484916
9004;1057699565;way;Espaçolaser;pharmacy;;;;;;;;;;;;;;-46.4956945;-23.6661918
9005;1057699569;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;;;;;;;-46.4955855;-23.6662079
8857;1017188530;way;Drogaria Nova Padroeira;pharmacy;pharmacy;;;;;;;Rua Batávia;822;;Santo Andre;;;-46.4948234;-23.6319112
10222;1305335070;way;Unidade de Saúde da Família Jardim Santo Alberto;clinic;clinic;;;;;+55 11 4435 1355;;Rua Almada;745;Jardim Santo Alberto;;09015-030;;-46.4945467;-23.6327169
9838;1213021141;way;UBS - Centro de Saúde Escola;clinic;clinic;;;Prefeitura Municipal de Santo André;government;;;Rua Irlanda;700;;Santo André;;;-46.4928858;-23.6400104
3723;11803544076;node;Clínica da Família São Jorge;clinic;clinic;;;Secretaria Municipal da Saúde;government;;;Avenida São Paulo;;Parque Marajoara;;;;-46.4869493;-23.6700874
868;3950313493;node;;pharmacy;pharmacy;;;;;;;Rua Carmem Miranda;546;;Mauá;09380-310;;-46.4802524;-23.630141
10280;1314746061;way;UBS Parque São Vicente;clinic;clinic;;;;;;;Rua Marechal Deodoro da Fonseca;509;;Mauá;;;-46.4741702;-23.6704366
11135;1478485476;way;Feliz Farma Farmacia;pharmacy;pharmacy;;;;;;;;;;;;;-46.5149451;-23.6648693
4497;12962118039;node;Ama Sapopemba.;hospital;hospital;;;;;;;Rua João Lopes de Lima;1151;Jd. Sapopemba;São Paulo;;;-46.4933193;-23.611467
4498;12962123897;node;UBS Jardim Sapopemba.;hospital;hospital;;;;;;;Rua João Lopes de Lima;1151;Jd. Sapopemba;São Paulo;;;-46.4928022;-23.6114669
6862;585997946;way;Hospital Estadual de Sapopemba;hospital;hospital;"general;orthopaedics;paediatrics;gynaecology;maternity;surgery";yes;Serviço Social da Construção Civil do Estado de São Paulo;;+55 11 2014 6000;https://www.hesap.org.br/;Rua Manuel França dos Santos;174;Sapopemba;São Paulo;03975-130;;-46.4924819;-23.610652
2428;7549698784;node;Ótica Brasília;optometrist;;ophthalmology;;;;"+55 11 2368 0510;+55 11 94974 4859";https://www.instagram.com/otica.brasilia/?hl=pt-br;Avenida Osvaldo Valle Cordeiro;;Jardim Marília;São Paulo;03585-050;;-46.4923985;-23.5548988
4496;12962068995;node;Eveline;pharmacy;pharmacy;;;;;;;Avenida Sapopemba;10015;Jd. Sapopemba;São Paulo;;;-46.4921473;-23.6127702
2427;7549409329;node;Ótica Brasília 2;optometrist;;ophthalmology;;;;"+55 11 2368 0510;+55 11 94974 4859";https://www.instagram.com/otica.brasilia/?hl=pt-br;Praça Valdemar Bassi;97;Jardim Marília;São Paulo;03585-050;;-46.4909655;-23.5607635
7751;715254044;way;Droga Leste;pharmacy;pharmacy;;;;;;;Avenida Itaquera;3701;;São Paulo;;;-46.490251;-23.5541033
664;3482593572;node;Ultra Leste Drogarias;pharmacy;pharmacy;;;;;;;Avenida Gameleira Branca;36;;São Paulo;03584-000;;-46.4888623;-23.5591986
7089;623491958;way;Farma & Cia;pharmacy;pharmacy;;;;;;;Avenida Mateo Bei;1066;;São Paulo;03949-100;;-46.4887846;-23.5935879
6419;531327801;way;UBS Padre José de Anchieta;clinic;clinic;"general;paediatrics;gynaecology;maternity";;;;;;Avenida Sylvio Torres;313;Conjunto Habitacional Padre José de Anchieta;São Paulo;;;-46.4875929;-23.5524031
8779;994029893;way;Ultrafarma Popular;pharmacy;pharmacy;;;;;;;Avenida Mateo Bei;1465;;São Paulo;03949-011;;-46.487404;-23.5958715
5992;437648955;way;Hospital Geral de São Mateus;hospital;hospital;"general;surgery;maternity;gynaecology;burn_clinic";yes;Secretaria de Estado da Saúde;;+55 11 2014-5000;http://www.saude.sp.gov.br/hospital-geral-sao-mateus/;Rua Ângelo de Cândia;540;São Mateus;São Mateus;03958-000;;-46.4867109;-23.5947358
7090;623493212;way;Economy Farma;pharmacy;pharmacy;;;;;;;Avenida Mateo Bei;1922;;São Paulo;03949-100;;-46.4853526;-23.599644
7092;623499679;way;Lavosier;laboratory;;;;;;;;Avenida Mateo Bei;2076;São Matheus;São Paulo;03949-200;;-46.4844484;-23.6007127
4778;13457955001;node;;dentist;dentist;;;;;;;;;;;;;-46.4841592;-23.5524007
7091;623496226;way;Sorridents;dentist;dentist;;;;;;;Avenida Mateo Bei;2231;São Matheus;São Paulo;03949-012;;-46.483085;-23.6015282
4774;13451761570;node;;pharmacy;pharmacy;;;;;;;Avenida Padre Estanislau de Campos;151C;;São Paulo;03590-060;;-46.4830778;-23.5482547
2057;6358057191;node;;clinic;clinic;ophthalmology;;;;;;Avenida Mateo Bei;2492;;São Paulo;03949-200;;-46.4818417;-23.6035789
2058;6358057209;node;;dentist;dentist;;;;;;;Avenida Mateo Bei;2592;;São Paulo;03949-200;;-46.4812244;-23.6043017
4247;12587597833;node;Leal Clinic Odontologia;dentist;dentist;"cirurgia_implantes;cirurgia_ortognática;sisos;dtm;ortodontia_aparelhos_fixos;ortodontia_aparelhos_invisíveis;clinico_geral;endodontia;harmonização";;;;;https://lealclinic.com.br;Avenida Mateo Bei;2861;Cidade São Mateus;São Paulo;03949-012;;-46.4793681;-23.6060029
7094;623510624;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;Avenida Mateo Bei;3048;São Matheus;São Paulo;03949-300;;-46.4787549;-23.6077074
7093;623509627;way;Farma Conde;pharmacy;pharmacy;;;;;;;Avenida Mateo Bei;3490;São Mateus;São Paulo;03949-300;;-46.4764309;-23.6110184
7088;623479202;way;Bifarma;pharmacy;pharmacy;;;;;;;Avenida Adélia Chohfi;1000;;São Paulo;;;-46.4753704;-23.6127426
1874;5889783076;node;Espaço médico;;doctors;;;;;;;;;;;;;-46.4706928;-23.5822455
4125;12381270279;node;HOSPITAL SANTA MARCELINA- ITAQUERA;hospital;hospital;"general;gynaecology;paediatrics;dermatology;psychiatry;otolaryngology;radiology;urology;ophthalmology;cardiology;plastic_surgery;surgery;anaesthetics;angiology;haematology;hepatology;nephrology;gastroenterology;neurosurgery;neonatology;endocrinology";yes;;;;https://santamarcelina.org/;R. Santa Marcelina,;177;Vila Carmosina;São Paulo - SP;08270-070;yes;-46.4613548;-23.5542809
6035;444207364;way;Hospital Santa Marcelina;hospital;hospital;;;;;+55 11 2070-6000;https://santamarcelina.org;Rua Santa Marcelina;177;;;;;-46.4613603;-23.554266
20;745741446;node;Doutor Carlos A Sugaya;;dentist;;;;;;;Rua Ken Sugaya;;;;;;-46.4537263;-23.5377119
7100;623734123;way;UBS Jardim Helian;clinic;clinic;"paediatrics;vaccination";;Prefeitura de São Paulo;public;;;Rua João Barreiros;22;Parque do Carmo;São Paulo;08265-130;yes;-46.4535539;-23.5768532
6596;547523906;way;UBS/ AMA Integrada Jardim da Conquista III;hospital;clinic;general;;;;;;Travessa Somos Todos Iguais;330;Jardim da Conquista;São Paulo;08343-000;;-46.452663;-23.6089523
7087;623216660;way;Hospital Santo Expedito;hospital;hospital;;yes;;;;;Avenida Jacu-Pêssego;2705;Itaquera;São Paulo;08260-005;;-46.4421411;-23.5785271
6896;595959009;way;Unidade Básica de Saúde José Bonifácio I;hospital;clinic;general;;Governo de SP;;"+55 11 2557-8844;+55 11 2557-5136";;Avenida Professor Osvaldo de Oliveira;610;Jardim Helena;São Paulo;08420-280;;-46.4312297;-23.5427421
5797;402991536;way;Unidade Básica de Saúde Franciso Antônio Cesaroni;clinic;clinic;"general;vaccination;paediatrics";;Secretaria de Saúde;government;"+55 11 2552-5355;+55 11 2557-8938";;Rua Silvanópolis;370;Itaquera;Sao Paulo;08420-680;;-46.4301081;-23.5480406
8969;1051172297;way;;hospital;hospital;;;;;;;;;;;;;-46.4794703;-23.610673
9126;1076258999;way;AE / AMA Sapopemba;hospital;hospital;;;;;;;;;;;;;-46.4930047;-23.6115813
9324;1112149344;way;Consultorio;clinic;clinic;general;;;;;;Rua Ângelo de Cândia;;;;;;-46.4833386;-23.5989795
9325;1112149345;way;;clinic;clinic;;;;;;;;;;;;;-46.4831494;-23.5997899
9504;1158503264;way;Droga Leste;pharmacy;pharmacy;;;;;;;Avenida Alziro Zarur;1995;Parque Savoy City;São Paulo;03570-000;;-46.4905991;-23.5705894
9505;1158763372;way;UBS Jardim Marília;clinic;clinic;general;;;;;;Rua Elza dos Anjos Neves;22;Jardim Marilia;São Paulo;03585-100;;-46.492415;-23.56261
9601;1174318857;way;Droga Leste;pharmacy;pharmacy;;;;;;;;;;;;;-46.4814597;-23.5508682
9643;1178768873;way;Nitra Farmacia de Manipulação;pharmacy;pharmacy;;;;;;;Avenida Águia de Haia;635;;São Paulo;;;-46.4785481;-23.5381224
9905;1217666599;way;UBS - Vila Carmosina;clinic;clinic;;;;;;;Rua Ipopoca;61;;São Paulo;;;-46.4487282;-23.5498285
10277;1313557834;way;UBS Parque da Boa Esperança;clinic;clinic;;;;;;;Avenida Ragueb Chohfi;3826;;São Paulo;;;-46.4487449;-23.5949743
